hh,WDIR,WSPD,GST,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,WVHT
16,195,4.8,5.2,3.33,3.04,147,1005.7,13.3,9.2,12.6,0.29
17,192,4.7,5.3,3.45,2.98,141,1005.6,14.2,9.2,13.2,0.27
12,5,8.8,10.4,2.47,2.57,25,1011.4,9.4,9.4,9.2,0.38
13,4,8.4,9.9,4,3.41,27,1012.3,8.6,8.5,8.4,0.84
14,1,8.6,10.4,4.55,3.85,19,1012.7,8.4,7.7,8.2,1.02
15,359,9.7,11.4,5.56,4.36,27,1013.2,8,7.1,7.2,1.34
16,3,9.6,11.1,5,4.36,32,1013.6,7.6,6.6,6.4,1.43
17,2,9,10.9,6.25,4.78,27,1013.9,7.4,6,6,1.72
18,359,9.9,11.7,6.67,4.94,21,1013.8,7.2,5.2,5.9,1.79
19,2,11.8,13.9,6.25,4.81,35,1013.8,7.1,5.4,5.7,1.85
20,2,10.1,12,6.25,5.11,33,1013.9,7.4,5.6,5.6,1.85
21,356,10.5,12.4,6.67,5.23,33,1014.4,7.7,5.2,5.7,2.12
22,1,10,11.6,6.25,4.88,42,1014.1,7.9,5.4,5.8,1.75
23,2,9.1,10.4,6.25,5.06,40,1014,7.9,5.5,5.5,1.77
0,357,9.4,10.7,6.25,4.83,47,1014.2,7.6,5.8,5.6,1.63
1,1,9.2,10.6,6.25,4.88,47,1014.7,7.8,5.8,5.9,1.59
2,4,8.6,10.1,6.25,4.87,40,1014.9,7.6,5.9,5.8,1.6
3,10,7.6,9.7,6.25,4.83,41,1014.7,7.2,5.8,5.9,1.51
4,4,6.9,7.8,6.25,4.58,42,1015.1,7.2,5.7,6.3,1.23
5,16,7.2,8.6,5.56,4.56,35,1014.6,7.9,5.7,6.9,1.31
6,355,6.7,7.7,5.88,4.53,47,1015.4,7.3,5.7,6.5,1.17
7,12,6.7,7.7,5.88,4.46,37,1015.3,7.1,5.7,6.4,1.09
8,19,5.1,6.3,5.56,4.47,26,1015.3,7.3,5.7,6.7,1.13
9,29,3,3.5,6.25,4.39,26,1015,7.5,5.7,6.9,0.97
10,27,3.8,4.5,5.88,4.38,30,1015.7,7.7,5.7,7.3,0.87
11,31,2.7,3.5,5.26,4.21,27,1016,8.2,5.7,7.9,0.73
12,2,4.7,5.1,5.56,4.2,28,1016.8,7.3,5.8,6.9,0.73
13,21,4.2,4.7,5.26,4.06,27,1017.2,7.5,5.8,6.9,0.7
14,37,3.4,3.7,5.26,4.05,26,1016.9,7.9,5.8,7.3,0.69
15,42,3.5,3.8,5.26,3.82,10,1016.4,8.3,5.9,7.7,0.65
16,30,2.3,2.8,5,3.65,24,1016.3,8.4,6.3,7.8,0.54
17,33,3.5,4.2,4.76,3.81,24,1015.1,8.4,6.3,7.8,0.53
18,48,4,5.3,4.55,3.85,18,1013.8,8.8,6.5,8.2,0.48
19,18,2.6,3.3,4.55,3.74,29,1013.8,8.7,6.4,8.1,0.43
20,11,3.5,3.8,4.55,3.75,22,1013.5,8.5,6.7,7.8,0.41
21,34,4.1,4.4,4.55,3.74,20,1012.7,9.3,6.9,8.5,0.37
22,15,2.7,3,4.55,3.72,22,1012.8,9.1,6.7,8.3,0.36
23,3,2.9,3.1,4.17,3.63,24,1012.6,8.8,6.7,8,0.31
0,41,2.7,3,4.17,3.5,29,1011.8,8.8,6.7,8.2,0.29
1,16,2.3,2.9,4.55,3.66,13,1011.6,9.2,6.7,8.6,0.32
2,4,5.8,6.5,4.35,3.47,23,1012.1,8,6.6,7.3,0.29
3,37,5,5.9,3.85,3.12,31,1011.7,8.7,6.6,8,0.29
4,67,4.7,5.2,4.17,3.01,17,1010.9,9.4,6.5,9,0.31
5,81,3.3,4.2,4,3.04,12,1010.3,11.3,6.5,11.2,0.29
6,98,4.2,4.4,3.85,3.04,4,1009.9,12.5,6.5,12.4,0.26
7,43,3.8,4.2,4.17,2.97,22,1010,9.8,6.6,9.6,0.25
8,54,1.8,2.1,2.74,2.92,37,1009.7,10.3,6.5,10.1,0.33
9,335,1.3,2.1,2.94,3,32,1009.9,10.1,6.5,9.9,0.3
10,266,3.1,3.5,2.86,3.07,13,1010.3,7.8,6.6,7.7,0.29
11,254,3.1,3.5,4.17,3.1,313,1010.4,7.1,6.6,7,0.27
12,251,3.8,4.5,4,3.27,324,1010.5,7.7,6.6,7.5,0.27
0,275,4.2,4.6,3.57,3.14,235,1012.3,10.2,7.5,8,0.26
1,293,3.8,4.7,3.57,3.16,245,1012.7,10.7,7.7,8.3,0.26
2,306,5.5,6.3,3.33,3.12,286,1013.2,11,8,8.4,0.28
3,294,5.4,6.6,3.45,3.16,279,1013.6,10.4,7.9,8.1,0.3
4,303,6.6,7.4,3.57,3.24,290,1013.8,10.9,7.8,8,0.37
5,308,4.1,4.6,3.57,3.04,302,1013.7,9.5,7.7,7.6,0.37
6,318,5.1,5.7,3.45,3.07,310,1013.9,9.9,7.7,7.8,0.4
7,314,5,5.7,3.7,3.17,319,1014.5,9.7,7.7,7.4,0.38
8,287,5,5.5,3.57,3.17,288,1014.8,8.9,7.7,6.9,0.36
9,283,3.9,4.4,3.7,3.21,294,1015,9,7.7,7.1,0.38
11,271,3.8,4.2,3.85,3.35,283,1015.4,9.5,8,7.6,0.37
12,263,4.8,5.6,3.57,3.29,289,1016.1,9.2,8.1,7.7,0.35
13,263,4.4,4.9,3.85,3.21,299,1016.6,9.1,8.1,7.7,0.32
14,261,4.6,5.3,3.85,3.21,308,1016.9,9.4,8.2,7.7,0.32
15,247,3.3,3.9,4,2.98,308,1016.6,9.6,8.3,7.7,0.28
16,236,3.4,3.8,3.33,3.04,293,1015.5,10.1,8.5,7.8,0.25
21,185,6.1,7.2,2.6,2.53,165,1012.2,10.9,9,8.1,0.27
22,190,6.4,7.6,2.74,2.67,170,1011.4,10.9,8.9,7.9,0.31
23,195,5.7,6.7,2.86,2.82,167,1011.1,11.2,8.8,7.7,0.37
0,201,5.5,6,3.23,2.94,155,1010.4,11,8.6,7.8,0.41
1,216,6.6,7.2,3.23,3.05,149,1009.6,11.2,8.4,8,0.42
2,240,7,8.7,3.03,2.99,177,1009.2,13.4,8.2,8.3,0.44
3,250,5.3,9.3,3.13,2.95,179,1009.9,11.9,8.1,8.1,0.38
4,12,3.1,4.9,3.13,3,254,1010.8,12,8.1,9.2,0.35
5,125,0.8,1.1,2.94,2.91,200,1010,12.1,8.1,9.1,0.28
12,21,7.7,9.2,2.86,2.71,35,1010.9,8.8,8.4,7.5,0.36
13,8,7.4,8.7,3.23,3.04,39,1011.9,8.2,8.7,6.9,0.56
14,7,8.1,9.5,4,3.53,28,1012.2,7.8,8.6,6.7,0.72
15,9,9.2,10.5,4.17,3.71,19,1012.2,7.5,8.5,6.3,0.85
16,7,9.4,11.3,4.76,3.76,15,1012.8,7.3,8.5,6,0.91
17,1,9.5,11.5,4.76,3.81,21,1012.9,7.6,8.5,6.2,0.95
18,356,8.6,10.1,4.76,3.95,39,1012.9,7.6,8.5,6.3,1.06
19,354,8.7,10.5,5.26,3.97,52,1012.9,7.9,8.7,6.3,1.11
20,349,8.3,10,4.76,3.78,44,1012.9,8.3,8.9,6.4,0.92
21,358,7.7,9.1,4.55,3.89,42,1013.1,8.8,9.1,6.1,0.94
22,359,5.4,6.3,4.76,4.12,53,1013.6,9,9.3,6.1,0.93
23,347,5.6,6.5,4.76,4.02,56,1013.8,9.4,9.4,6.2,0.83
0,346,5.2,5.9,5,3.93,49,1013.5,9.5,9.7,6.3,0.77
1,352,5,6.1,4.55,3.85,49,1013.6,9.2,10.1,6.6,0.65
2,358,5.4,6.3,5.26,3.98,52,1013.9,10.1,10.3,6.6,0.68
3,358,6.6,7.8,5,3.83,44,1014,9.9,10.4,6.5,0.66
4,20,6.6,7.7,5,3.67,44,1014,9.5,10.3,6.6,0.61
5,23,5.4,6.1,4.35,3.55,45,1014.1,9.5,10.1,7.3,0.56
6,28,4.5,5.4,4.76,3.52,40,1014,9.6,9.9,7.9,0.5
7,34,4.4,5.2,4.76,3.44,40,1014.2,9.9,9.7,8.4,0.41
8,65,3.8,4.4,4.55,3.41,29,1013.8,10.4,9.6,9,0.39
9,68,2.5,2.9,4.35,3.39,26,1014.7,10.7,9.6,9.4,0.34
10,38,2,2.3,4,3.45,33,1016.1,10.9,9.6,9.5,0.31
11,74,3.2,3.6,3.57,3.44,33,1016.1,11.1,9.6,9.6,0.28
12,99,2.8,3.1,3.23,3.32,14,1016,11.6,9.6,10.1,0.29
13,118,1.7,2.2,3.85,3.24,9,1016.4,12.2,10.5,10.9,0.29
14,125,2.8,3.4,3.57,3.16,62,1016,12.3,10.9,11,0.29
15,139,1.7,2.1,3.57,3.22,118,1016.3,12.9,11.3,11,0.3
16,126,1.5,1.8,3.57,3.22,120,1016.1,13.2,12,11.4,0.31
17,46,1,1.4,3.7,3.18,166,1016.7,13.2,12.4,12,0.32
18,106,8.4,10.2,3.57,3.28,148,1012.3,13.5,11.6,11.5,0.31
19,161,1.6,2.1,3.57,3,129,1014.3,14,11.4,11,0.37
20,108,3.4,3.8,3.7,3.04,148,1013.8,13.7,11.5,11.5,0.31
21,150,5.2,5.8,3.03,2.97,128,1012.3,14,11.4,11.1,0.27
20,14,6.5,7.7,2.6,2.54,31,1018.3,12.1,12.4,10.8,0.31
21,14,6.9,7.9,2.86,2.72,37,1018.4,12.1,12.4,10.6,0.36
22,17,6.5,7.7,2.74,2.68,39,1018.6,12.1,12.2,10.5,0.34
23,23,7.7,9.1,2.94,2.74,45,1017.8,12,12.1,10.4,0.41
0,24,7.8,9.7,3.03,2.91,43,1018,12.9,11.9,10.2,0.47
1,22,8.3,9.5,3.45,3.11,43,1018.5,12.9,11.7,9.9,0.6
2,24,6.3,7.2,3.7,3.36,54,1019.2,12.5,11.6,9.7,0.66
3,24,4.9,5.6,3.85,3.35,45,1019.5,12.3,11.6,9.7,0.56
4,21,6.5,7.4,3.7,3.25,41,1019.3,12.8,11.6,10,0.48
5,21,4.7,5.7,3.85,3.24,50,1019.8,12,11.6,9.9,0.39
6,20,4.8,5.8,4,3.15,48,1019.5,11.6,11.6,9.9,0.37
7,30,5.4,6.3,3.85,3.14,38,1019.4,12,11.6,10.3,0.36
8,33,5.3,6,3.7,3.07,40,1019.6,12.1,11.6,10.4,0.34
9,31,6.2,7,3.85,3.01,35,1019.9,12.5,11.6,10.7,0.35
10,36,5.6,6.5,3.03,2.99,37,1020.5,12.4,11.6,10.8,0.38
11,41,5.6,6.5,3.03,2.94,44,1020.9,12.2,11.7,10.7,0.34
12,36,5.1,5.8,3.03,2.92,34,1021.1,12,11.7,10.6,0.33
13,33,4.7,5.4,2.86,2.91,35,1020.9,12,11.8,10.7,0.31
14,19,3,3.4,2.74,2.98,34,1021.5,12.4,11.9,11,0.29
18,351,4.3,5.1,3.33,2.84,22,1021.4,11.5,12,10.2,0.3
19,25,6.2,7,3.23,2.81,17,1019.7,11.5,12,10.1,0.28
20,5,3.4,4.3,3.45,2.87,21,1020.2,12.4,12,10.5,0.34
21,315,2.3,3.2,3.13,2.95,28,1020.2,12.3,12.1,10.4,0.31
0,298,3.9,5.2,3.23,3.11,12,1020.1,11.3,12.1,9.8,0.27
1,336,3,3.5,3.45,3.19,14,1020.4,11.1,12.1,9.4,0.28
2,342,3.1,3.8,3.7,3.14,10,1020.3,11.4,12.1,9.7,0.25
3,360,1.3,1.7,3.7,3.28,13,1020,11.3,12.1,9.3,0.29
4,4,1.1,1.6,3.7,3.35,28,1019.6,11.5,12.1,9.6,0.32
5,354,1.7,2.3,3.57,3.25,22,1019.1,11.4,12.2,9.9,0.29
6,35,3.1,3.5,3.57,3.15,19,1018.9,11.7,12.3,10.3,0.29
7,65,2.2,4.3,3.57,3.05,23,1018.5,11.6,12.3,10.7,0.3
8,46,1.9,2.3,3.57,3.2,21,1018,12.3,12.3,11.3,0.31
9,40,3.7,4.8,3.7,3.34,28,1017.5,12.3,12.2,11.7,0.28
10,67,3.9,4.6,3.85,3.28,25,1017.7,13.4,12.2,13,0.27
11,314,2.3,2.7,3.57,3.25,23,1018.7,12.6,12.2,12.1,0.26
18,67,1.4,1.9,3.23,3.09,57,1016.2,14.3,12.7,14.1,0.27
19,329,3.4,3.7,3.13,3.19,37,1015.9,13.6,13,13.4,0.27
6,91,6.6,7.5,2.74,2.65,77,1013.3,15.2,12.9,14.7,0.28
7,95,6.1,7.2,2.74,2.67,82,1012.8,15.1,13,14.6,0.32
8,90,4.8,5.4,3.03,2.76,77,1013.1,14.5,13.1,14.2,0.31
9,91,5.9,6.6,3.33,2.92,71,1012.5,14.6,13.1,13.8,0.36
10,82,1.9,4.2,3.85,3.15,51,1013.5,14.6,13,13.9,0.4
11,80,7.9,8.7,3.85,3.23,79,1011.6,14,13,13.6,0.45
12,86,11.1,13,4.35,3.47,89,1009.4,14.3,13.1,13.8,0.75
13,94,5.9,7.2,4.17,3.52,97,1011.3,14.3,13,13.5,0.85
14,86,2.5,3.6,4.35,3.58,92,1012.2,13.9,13.4,13.3,0.67
15,43,3.2,3.7,4.17,3.71,115,1012.3,13.5,13.5,13.1,0.73
16,33,3.9,4.7,4.35,3.86,116,1012.3,13.6,13.5,13.3,0.69
17,37,4.6,5.5,4.35,3.85,118,1012.4,13.6,13.5,13.4,0.66
18,47,4.9,6.1,4.35,3.69,122,1012.3,13.9,13.6,13.7,0.58
19,51,6,6.7,4,3.43,124,1011.2,14.3,13.5,14.1,0.49
21,61,6.5,7.4,3.45,2.98,106,1011,15.1,13.4,14.9,0.36
22,52,5,5.6,3.13,2.83,107,1011.5,14.7,13.4,14.6,0.32
23,51,5.8,6.5,2.86,2.72,110,1012.2,14.6,13.5,14.2,0.28
0,69,7.6,8.7,2.47,2.65,83,1011.4,15.5,13.5,14.9,0.35
1,66,7,7.8,2.86,2.77,88,1011.6,14.9,13.5,14.2,0.37
2,66,6.5,7.5,2.86,2.85,84,1012.6,15,13.4,13.9,0.4
3,89,2.1,2.4,3.7,3.21,95,1013.4,13.9,13.4,13.2,0.46
4,63,3.6,4.3,3.57,3.26,76,1013.4,14,13.5,13.2,0.42
5,51,5.1,5.8,3.33,3.2,75,1012.9,13.9,13.4,13,0.4
6,46,4.3,5,3.23,3.3,82,1012.9,13.6,13.4,12.6,0.39
7,54,5.1,5.8,4.17,3.27,1,1012.8,13.8,13.5,12.4,0.36
8,56,5.2,6,4,3.26,1,1012.4,13.9,13.5,12.5,0.35
9,51,6.3,7,3.23,3.05,49,1012.5,14.1,13.5,12.7,0.35
10,68,5,5.8,3.13,3.16,81,1013.7,14.3,13.5,12.5,0.4
11,71,5.8,6.5,3.45,3.16,41,1013.6,14.5,13.4,12.3,0.41
12,66,6.6,7.5,3.57,3.25,70,1013.5,14.8,13.4,12.1,0.45
13,71,4.6,5,3.85,3.4,77,1014.4,14.4,13.5,12.3,0.58
14,62,4.2,4.8,4,3.63,72,1014.4,14.5,13.5,12.6,0.59
15,73,3.1,3.7,3.85,3.49,81,1014.5,14.8,13.5,13,0.51
16,68,2.9,3.4,4,3.56,89,1014.4,15.1,13.5,13.5,0.56
17,65,3.8,4.3,3.85,3.56,86,1014.1,15.4,13.7,13.8,0.52
18,44,2.8,3.3,3.57,3.36,91,1014,15.8,14.1,14.3,0.45
19,52,1.8,2.2,3.45,3.34,90,1013.9,16.3,14.6,14.5,0.4
20,14,1.3,1.6,3.33,3.23,83,1013.5,15.7,15,14.3,0.36
21,357,3.2,3.7,3.13,3.22,92,1013.9,15.4,14.8,14.1,0.3
22,14,1.9,2.3,2.86,3.1,106,1014.2,14.5,14.6,13.2,0.25
1,19,3.7,4.5,3.23,3.1,149,1014.4,13.8,14.3,12.5,0.29
2,49,4.7,5.4,3.13,2.96,126,1013.7,14.7,14.1,13.1,0.26
9,105,3.8,4.4,2.6,2.7,126,1013,15.4,14,15.1,0.29
10,92,3.7,4.5,3.23,3.08,136,1013.1,15.2,13.9,14.9,0.35
11,92,5.4,6,3.57,3.27,118,1013.2,15.6,13.9,15.2,0.45
12,104,4.6,5.4,3.45,3.13,112,1013.6,15.9,13.9,15.3,0.41
13,107,4.5,5.3,3.33,2.97,120,1013.7,15.7,14.1,15.3,0.31
14,98,3.4,3.8,3.03,2.91,116,1014.1,15.7,14.2,15.3,0.28
15,96,3.8,4.3,3.13,3,125,1013.6,15.7,14.3,15.2,0.27
13,261,5.2,5.7,2.47,2.48,216,1012.4,15.2,14.2,15.1,0.27
5,10,2.4,3.5,2.6,2.52,31,1015.4,17.6,15.4,17.2,0.26
6,173,2.7,3.9,3.13,2.9,17,1014.8,18.6,15.5,18.4,0.31
8,196,10.1,12.4,2.25,2.45,168,1013.3,17.6,15.5,17.2,0.29
9,170,7.1,9,2.74,2.77,171,1013.1,17.9,15.1,17.1,0.55
10,220,6.5,10.4,2.86,2.8,158,1014.6,18.6,15.1,16.5,0.43
11,223,4.3,4.7,3.03,2.8,154,1014,15.8,14.8,15.1,0.37
12,347,0.9,3.4,2.74,2.74,158,1014.9,15.6,13.9,14.8,0.31
13,87,3.6,7.3,2.74,2.86,81,1016.3,18.2,13.5,15.7,0.33
14,120,4.7,5.5,3.33,3.01,120,1015.6,18.7,13.8,15.7,0.37
15,126,8.1,9.3,3.03,2.91,56,1015.1,18.9,13.9,16.2,0.38
16,131,4.8,5.3,3.33,3.01,160,1015.5,18.4,13.7,15.4,0.45
17,116,2,2.5,4,3.19,191,1015.3,19.4,13.9,15.6,0.39
18,245,1.3,1.7,3.7,3.12,209,1015.7,18.8,14.4,15.6,0.34
19,199,2.5,3,3.03,2.94,100,1014.9,18.8,15.2,16.1,0.28
8,195,5.7,6.3,2.94,2.76,172,1012.9,17.8,14.3,16.5,0.27
9,203,5.7,6.5,2.86,2.8,170,1012.9,17.8,14.4,16.7,0.31
10,205,4.8,5.3,3.13,2.84,164,1013.2,17.8,14.4,16.9,0.3
11,213,3,4.4,3.23,2.88,151,1013.7,17,14.5,16.3,0.3
12,208,5.8,6.4,3.03,2.84,162,1013.6,18.2,14.7,17.2,0.3
13,209,5.7,6.3,3.13,2.89,158,1014,17.8,14.8,16.9,0.33
14,210,5,5.5,3.13,2.79,149,1014,17.5,14.8,16.6,0.28
15,212,6.1,6.6,3.45,2.9,142,1013.7,18.5,14.9,17.3,0.29
2,351,6.8,7.8,2.6,2.58,9,1015.2,15,14.5,14.8,0.29
3,4,7.9,9.4,3.13,2.88,14,1015.2,14.8,14.4,14.4,0.43
4,6,5.7,7.1,3.57,3.13,22,1015.8,15.1,14.5,14.7,0.5
5,15,4.9,5.9,3.45,3.3,15,1015.9,15.3,14.7,14.8,0.52
6,32,4.4,5.1,3.85,3.41,19,1015.6,15.9,14.9,15.2,0.5
7,20,5.2,6,4,3.41,25,1015.4,15.8,15,15.2,0.45
8,25,6.3,7.1,3.85,3.37,16,1014.7,15.4,15,14.9,0.49
9,13,4.1,4.7,4.17,3.39,15,1015.5,16.1,15.1,15.6,0.52
10,32,4.2,5,3.85,3.32,20,1015.8,16.1,15.2,15.7,0.45
11,59,4.8,5.4,4,3.27,12,1015.1,16.9,15.4,16.6,0.41
12,52,3.7,4.1,4,3.21,26,1015.5,16.9,15.6,16.7,0.35
13,37,3.4,4,3.7,3.12,20,1015.6,16.8,15.8,16.4,0.33
14,44,2.6,3,3.33,3.07,26,1015.8,16.7,16,16.4,0.29
19,36,4,4.6,2.94,2.73,104,1013.4,16.7,16.1,16.2,0.26
20,52,5.2,5.7,2.86,2.81,78,1013,17.9,16.1,16.6,0.3
21,32,5.3,6.5,2.94,2.93,93,1013.1,17,16.2,16,0.34
22,44,5.4,6.2,3.33,3.1,79,1012.8,17.3,16.1,16.1,0.44
23,50,5,5.7,3.57,3.14,89,1012.9,17.7,16.1,16.6,0.44
0,52,5,5.9,3.7,3.24,32,1012.5,17.8,16.2,16.8,0.45
1,37,4.3,4.8,3.7,3.28,29,1012.2,17.5,16.3,16.7,0.45
2,34,4.8,5.5,3.33,3.56,61,1012.4,17.1,16.5,16.3,0.46
3,54,6.2,7.2,3.85,3.25,6,1011.7,18.1,16.5,16.7,0.44
4,46,3.4,4,3.33,3.14,16,1012.2,17.9,16.7,17,0.42
5,59,5.2,6,3.33,3.23,32,1011.8,18.1,16.7,17.1,0.42
6,60,5.2,5.8,3.33,3.33,39,1011.8,18.2,16.7,17.2,0.44
7,58,4.7,5.4,3.85,3.21,15,1011.5,17.9,16.6,17.1,0.43
8,59,5.9,6.8,3.7,3.16,25,1011.3,17.6,16.5,16.6,0.43
9,60,6.2,7.3,3.7,3.12,35,1011.1,17.5,16.4,16.4,0.49
10,60,6,7,3.57,3.25,48,1011.4,17.4,16.4,16.2,0.53
11,62,5.6,6.6,3.85,3.28,49,1011.4,17.2,16.4,16,0.53
12,41,4.9,6,4.17,3.36,72,1012.1,17,16.5,16,0.54
13,57,3.4,4.2,3.57,3.41,87,1011.9,17.3,16.6,15.9,0.57
14,52,4,4.9,3.85,3.46,81,1011.8,17.3,16.7,15.9,0.54
15,36,3.8,4.5,4,3.36,76,1012.5,17.2,16.8,15.8,0.48
16,46,3.2,3.6,4,3.41,79,1012.4,17.3,16.9,15.9,0.48
17,41,2.8,3.3,3.85,3.35,90,1012.5,17.5,17.1,15.6,0.41
18,19,3.7,4.6,3.85,3.4,81,1012.5,17.2,17.3,15.9,0.38
19,39,3.7,4.3,3.7,3.3,98,1011.4,17.2,17.4,15.8,0.36
20,8,2.8,3.2,3.57,3.17,100,1011.6,17.6,17.6,16.2,0.3
21,5,4.1,4.6,3.45,3.17,102,1011.2,16.7,17.6,15.6,0.3
22,27,4.9,5.7,3.45,2.86,107,1010.5,16.7,17.5,15.4,0.25
0,22,4.2,4.9,2.94,2.67,82,1011.6,17,17.3,15.5,0.26
13,81,4.8,5.6,3.13,2.79,133,1010.2,18.3,17.1,16.6,0.27
14,75,5,5.8,3.45,3.14,126,1010.1,18.2,16.8,16.5,0.39
15,57,5,5.5,3.85,3.27,120,1010.1,18,16.5,16.6,0.42
16,52,5.1,5.9,3.85,3.33,120,1010,18.1,16.6,16.1,0.44
17,57,4.3,5.1,3.85,3.32,113,1009.7,18.3,17.1,15.9,0.43
18,59,1.7,2.2,3.7,3.27,120,1009.8,18.2,17.2,16,0.37
19,43,2,2.6,3.45,3.16,119,1009.8,17.8,17.1,16.2,0.34
20,49,4.5,5,3.7,3.18,115,1009.6,17.8,17.1,16,0.36
21,61,6.7,8.6,3.57,3.13,98,1009,18.4,16.9,15.9,0.33
22,62,4.1,5.4,3.33,3.03,93,1008.7,18.3,16.6,16.3,0.36
23,78,0.8,1.7,3.33,2.93,110,1009.2,19.1,16.6,16,0.31
0,324,4.6,5.5,3.13,2.98,104,1009.3,17.1,16.8,16,0.34
1,318,5.4,6.2,3.13,3,123,1009.5,16.6,17,15.3,0.34
2,329,5.9,6.6,2.6,2.82,317,1009.8,16.1,17,15,0.39
3,45,3.4,4.7,3.85,3.12,359,1010.1,18.6,17,16,0.41
4,84,3.8,4.5,2.86,3.09,20,1010.3,18.4,16.9,16.3,0.42
5,54,6,7.7,3.7,3.25,23,1009.7,18,16.8,15.5,0.51
6,60,8.7,10.4,4.17,3.59,94,1009.2,17.4,16.7,13.6,0.71
7,51,8.6,10.1,4.17,3.71,77,1008.9,17,16.8,13.2,0.81
8,60,9.3,11.4,4.35,3.83,71,1008.5,17.1,16.8,11.2,0.92
9,57,8.3,10.2,5,3.88,63,1008.4,17.2,16.9,12,1.02
10,63,7.4,8.7,4.55,4.04,65,1008.7,17.1,17.1,13.4,0.99
11,74,6.3,7.3,4.76,4.02,62,1009.1,17.4,17.2,13.8,0.96
12,66,6.1,7.1,4.76,3.92,65,1009.2,17.4,17.3,13.5,0.83
13,55,6.9,8,4.76,4.12,49,1009.2,17.3,17.5,13.4,0.99
14,62,7.4,8.6,4.76,3.91,59,1009.4,16.3,17.4,13.5,0.92
15,45,8.6,10.4,4.55,3.84,71,1008.9,16.1,17.4,14.1,0.91
16,47,7.6,9,4.55,3.89,59,1008.3,16.2,17.4,14.2,0.86
17,46,6.5,7.8,4.35,3.76,66,1008.2,17,17.6,13.8,0.9
18,38,6.1,7.3,4.35,3.68,55,1007.8,17.2,17.6,14.3,0.71
19,35,5.6,7.1,4.17,3.49,60,1007.7,17.2,17.7,15,0.63
20,20,5.3,6,4.17,3.54,60,1007.7,16.3,17.7,14.4,0.57
21,3,5.3,6.1,3.85,3.49,73,1007.2,15.9,17.7,14.4,0.52
22,345,4.8,5.3,3.85,3.36,42,1007,16,17.7,14.4,0.5
23,341,5.5,6.2,3.85,3.38,32,1006.8,16.2,17.6,14.8,0.5
0,348,4.3,5,4.55,3.54,4,1006.7,16.6,17.6,15.2,0.51
1,45,4.9,6.6,4,3.44,13,1007.2,17.3,17.6,15.7,0.49
2,61,6.5,7.9,4,3.29,357,1007.3,17.5,17.6,16.5,0.49
3,59,5.2,7.8,4.55,3.78,7,1006.7,19,17.6,15.2,0.56
4,24,3.5,4,5,4.02,18,1006.6,18.5,17.6,15.5,0.6
5,33,3.9,4.4,5.26,4.04,21,1006.4,18.2,17.6,14.9,0.63
6,30,3.8,4.6,4.76,4.07,26,1006,17.8,17.6,15.3,0.66
7,52,5,5.9,5,3.95,8,1005.2,17.9,17.7,14.6,0.57
8,44,3.1,3.8,5,3.88,17,1005.6,17.8,17.7,14.8,0.58
9,31,2.4,2.8,4.76,3.73,19,1006,17.8,17.6,14.9,0.52
10,335,2.3,2.7,4.55,3.53,17,1006.6,17.6,17.6,15.1,0.44
11,321,5.5,6.3,4.55,3.53,352,1007,15.5,17.6,14.3,0.42
12,360,5.8,6.9,4.35,3.22,15,1006.9,15.8,17.5,13.1,0.47
14,12,4.3,5,3.45,3.22,16,1007,16.3,17.5,13.1,0.49
15,3,2.2,2.8,4,3.29,16,1007,16.5,17.6,13.6,0.46
16,302,1.1,1.3,3.57,3.22,338,1006.9,16.6,17.9,13.6,0.38
17,265,2.4,3.2,3.45,3.2,333,1006.8,16.6,18.4,14,0.32
18,274,5.6,6.4,3.33,3.26,324,1007.8,16.1,18.2,14.2,0.28
19,301,3.5,4,3.7,3.03,347,1007.9,16.1,18.2,13.7,0.28
20,303,2.6,3.1,3.85,3.02,6,1008.1,16.9,18.4,12.8,0.26
21,360,2,2.4,3.7,3.19,38,1008,17.4,18.6,13.4,0.27
8,5,2.5,3.3,3.7,3.32,40,1009.8,17.7,18,15.6,0.25
9,334,4.5,5.3,4,3.09,25,1010.4,17.6,18,16,0.29
10,341,5.3,6.1,4,2.91,36,1010.7,16.7,18,15.6,0.29
11,342,5.6,6.7,4,2.95,40,1011.4,15.8,18,15.4,0.28
12,343,4.9,5.7,2.74,2.92,39,1011.9,15.3,18,15.1,0.33
13,342,4.4,5.1,4,3.09,46,1013,15.3,18,15.1,0.35
14,321,7.1,8.2,3.57,3,42,1013.8,14.8,18,14.6,0.4
15,318,7.1,8.1,3.57,3.06,36,1014,15.1,18,14.9,0.49
16,351,8.3,9.6,3.45,3.24,32,1013.8,15.7,18,15.3,0.62
17,335,5.5,6.4,3.7,3.3,30,1015,15.9,18,14.9,0.63
18,328,5.4,6.4,3.85,3.43,38,1016.4,15.5,18,14.5,0.53
19,343,5.6,6.4,4,3.34,49,1016.3,15.9,18.1,14.5,0.49
20,350,6.9,7.9,4,3.4,40,1016.3,16.2,18.2,15,0.56
21,14,6.7,7.9,3.85,3.28,36,1015.9,16.8,18.1,16,0.53
22,16,6.2,7.4,4.55,3.34,30,1015.6,17.8,18.1,16.6,0.5
23,19,5.7,6.5,4.76,3.58,37,1016.5,17.2,18,15.9,0.58
0,17,4.5,5.4,4.35,3.58,34,1016.9,17,17.9,15.7,0.5
1,16,4.5,5.2,4.76,3.52,26,1017.4,17.2,17.9,15.8,0.44
